字頭,撫州話,推導撫州話,文白新,訓作,釋義,中古拼音,音韻地位,聲母,清濁,音,組,攝,韻系,等,呼,聲調,反切,廣韻釋義,推導普通話,推導廣州話
𪘁,,tʰat7,,,,thop,透咸覃一開入,透,次清,舌,端,咸,覃,一,開,入,他合切,食也,tan,taap3
𨌭,,tʰat7,,,,thop,透咸覃一開入,透,次清,舌,端,咸,覃,一,開,入,他合切,車釭𨌭也,tan,taap3
㭼,,tʰat7,,,,thop,透咸覃一開入,透,次清,舌,端,咸,覃,一,開,入,他合切,柱㭼頭,tan,taap3
䍝,,tʰat7,,,,thop,透咸覃一開入,透,次清,舌,端,咸,覃,一,開,入,他合切,相罯䍝出字林,tan,taap3
濌,,tʰat7,,,,thop,透咸覃一開入,透,次清,舌,端,咸,覃,一,開,入,他合切,積厚,tan,taap3
𪂌,,tʰat7,,,,thop,透咸覃一開入,透,次清,舌,端,咸,覃,一,開,入,他合切,鳥名,tan,taap3
䈋,,tʰat7,,,,thop,透咸覃一開入,透,次清,舌,端,咸,覃,一,開,入,他合切,竹名,tan,taap3
雜,tsʰat8,tsʰat8,,,,zop,從咸覃一開入,從,全濁,齒,精,咸,覃,一,開,入,徂合切,帀也集也猝也穿也說文曰五綵相合也徂合切七,zan2,zaap6
韴,,tsʰat8,,,,zop,從咸覃一開入,從,全濁,齒,精,咸,覃,一,開,入,徂合切,斷聲,zan2,zaap6
磼,,tsʰat8,,,,zop,從咸覃一開入,從,全濁,齒,精,咸,覃,一,開,入,徂合切,磼嶫山高,zan2,zaap6
雥,,tsʰat8,,,,zop,從咸覃一開入,從,全濁,齒,精,咸,覃,一,開,入,徂合切,羣鳥,zan2,zaap6
䕹,,tsʰat8,,,,zop,從咸覃一開入,從,全濁,齒,精,咸,覃,一,開,入,徂合切,戶簾,zan2,zaap6
𨅔,,tsʰat8,,,,zop,從咸覃一開入,從,全濁,齒,精,咸,覃,一,開,入,徂合切,止也又才含切,zan2,zaap6
䣟,,tsʰat8,,,,zop,從咸覃一開入,從,全濁,齒,精,咸,覃,一,開,入,徂合切,亭名在貝丘,zan2,zaap6
帀,,tsat7,,,,cop,精咸覃一開入,精,全清,齒,精,咸,覃,一,開,入,子荅切,遍也周也子荅切十,zan,zaap3
迊,,tsat7,,,,cop,精咸覃一開入,精,全清,齒,精,咸,覃,一,開,入,子荅切,遍也周也子荅切十,zan,zaap3
𠯗,,tsat7,,,,cop,精咸覃一開入,精,全清,齒,精,咸,覃,一,開,入,子荅切,入口,zan,zaap3
噆,,tsat7,,,,cop,精咸覃一開入,精,全清,齒,精,咸,覃,一,開,入,子荅切,蚊蟲噆人,zan,zaap3
𣤶,,tsat7,,,,cop,精咸覃一開入,精,全清,齒,精,咸,覃,一,開,入,子荅切,𣤶𣣴聲,zan,zaap3
魳,,tsat7,,,,cop,精咸覃一開入,精,全清,齒,精,咸,覃,一,開,入,子荅切,魚名,zan,zaap3
䍼,,tsat7,,,,cop,精咸覃一開入,精,全清,齒,精,咸,覃,一,開,入,子荅切,羊腌,zan,zaap3
嘁,,tsat7,,,,cop,精咸覃一開入,精,全清,齒,精,咸,覃,一,開,入,子荅切,歍嘁,zan,zaap3
沞,,tsat7,,,,cop,精咸覃一開入,精,全清,齒,精,咸,覃,一,開,入,子荅切,湆沞纔濕,zan,zaap3
䞙,,tsat7,,,,cop,精咸覃一開入,精,全清,齒,精,咸,覃,一,開,入,子荅切,𧼎䞙急走,zan,zaap3
拉,la1,lat7,,,,lop,來咸覃一開入,來,次濁,舌,來,咸,覃,一,開,入,盧合切,折也敗也摧也盧合切十一,lan4,laap6
搚,,lat7,,,,lop,來咸覃一開入,來,次濁,舌,來,咸,覃,一,開,入,盧合切,折也敗也摧也盧合切十一,lan4,laap6
㩉,,lat7,,,,lop,來咸覃一開入,來,次濁,舌,來,咸,覃,一,開,入,盧合切,亦同,lan4,laap6
摺,,lat7,,,,lop,來咸覃一開入,來,次濁,舌,來,咸,覃,一,開,入,盧合切,敗也,lan4,laap6
𦒆,,lat7,,,,lop,來咸覃一開入,來,次濁,舌,來,咸,覃,一,開,入,盧合切,𦒆𦑇飛皃,lan4,laap6
磖,,lat7,,,,lop,來咸覃一開入,來,次濁,舌,來,咸,覃,一,開,入,盧合切,磖磼,lan4,laap6
𪇹,,lat7,,,,lop,來咸覃一開入,來,次濁,舌,來,咸,覃,一,開,入,盧合切,𪇹䳴初飛皃,lan4,laap6
菈,,lat7,,,,lop,來咸覃一開入,來,次濁,舌,來,咸,覃,一,開,入,盧合切,菈𦾽魯人呼蘿蔔,lan4,laap6
𣤊,,lat7,,,,lop,來咸覃一開入,來,次濁,舌,來,咸,覃,一,開,入,盧合切,𣤊歁不滿,lan4,laap6
㕇,,lat7,,,,lop,來咸覃一開入,來,次濁,舌,來,咸,覃,一,開,入,盧合切,石聲,lan4,laap6
𤛊,,lat7,,,,lop,來咸覃一開入,來,次濁,舌,來,咸,覃,一,開,入,盧合切,𤛊拉,lan4,laap6
納,lat7,lat7,,,,nop,泥咸覃一開入,泥,次濁,舌,端,咸,覃,一,開,入,奴荅切,內也又姓出何氏姓苑奴荅切八,nan4,naap6
䪏,,lat7,,,,nop,泥咸覃一開入,泥,次濁,舌,端,咸,覃,一,開,入,奴荅切,腝皃,nan4,naap6
蒳,,lat7,,,,nop,泥咸覃一開入,泥,次濁,舌,端,咸,覃,一,開,入,奴荅切,字統云香草異物志云葉如栟櫚而小子似檳榔可食,nan4,naap6
軜,,lat7,,,,nop,泥咸覃一開入,泥,次濁,舌,端,咸,覃,一,開,入,奴荅切,驂馬內轡繫軾前者,nan4,naap6
衲,,lat7,,,,nop,泥咸覃一開入,泥,次濁,舌,端,咸,覃,一,開,入,奴荅切,補衲紩也,nan4,naap6
魶,,lat7,,,,nop,泥咸覃一開入,泥,次濁,舌,端,咸,覃,一,開,入,奴荅切,魚名似鼈無甲有尾口在腹下,nan4,naap6
妠,,lat7,,,,nop,泥咸覃一開入,泥,次濁,舌,端,咸,覃,一,開,入,奴荅切,姶妠聚物,nan4,naap6
㨥,,lat7,,,,nop,泥咸覃一開入,泥,次濁,舌,端,咸,覃,一,開,入,奴荅切,打㨥,nan4,naap6
溘,,kʰot7,,,,khop,溪咸覃一開入,溪,次清,牙,見,咸,覃,一,開,入,口荅切,至也奄也依也口荅切七,kan,hap3
𣩄,,kʰot7,,,,khop,溪咸覃一開入,溪,次清,牙,見,咸,覃,一,開,入,口荅切,𣩄死見楚詞本作溘,kan,hap3
㧁,,kʰot7,,,,khop,溪咸覃一開入,溪,次清,牙,見,咸,覃,一,開,入,口荅切,閉戶聲,kan,hap3
厒,,kʰot7,,,,khop,溪咸覃一開入,溪,次清,牙,見,咸,覃,一,開,入,口荅切,山左右有岸,kan,hap3
䆟,,kʰot7,,,,khop,溪咸覃一開入,溪,次清,牙,見,咸,覃,一,開,入,口荅切,䆟合相當也,kan,hap3
匌,,kʰot7,,,,khop,溪咸覃一開入,溪,次清,牙,見,咸,覃,一,開,入,口荅切,匌帀也,kan,hap3
歁,,kʰot7,,,,khop,溪咸覃一開入,溪,次清,牙,見,咸,覃,一,開,入,口荅切,歁歞癡皃,kan,hap3
姶,,ŋot7,,,,qop,影咸覃一開入,影,全清,喉,影,咸,覃,一,開,入,烏合切,美好皃烏合切十三,an,ap3
𤸱,,ŋot7,,,,qop,影咸覃一開入,影,全清,喉,影,咸,覃,一,開,入,烏合切,短氣,an,ap3
罨,,ŋot7,,,,qop,影咸覃一開入,影,全清,喉,影,咸,覃,一,開,入,烏合切,網又一劫切,an,ap3
罯,,ŋot7,,,,qop,影咸覃一開入,影,全清,喉,影,咸,覃,一,開,入,烏合切,覆蓋也又烏敢切,an,ap3
媕,,ŋot7,,,,qop,影咸覃一開入,影,全清,喉,影,咸,覃,一,開,入,烏合切,女有心媕媕也,an,ap3
㔩,,ŋot7,,,,qop,影咸覃一開入,影,全清,喉,影,咸,覃,一,開,入,烏合切,㔩彩婦人髻飾花也,an,ap3
庵,,ŋot7,,,,qop,影咸覃一開入,影,全清,喉,影,咸,覃,一,開,入,烏合切,庵低又屋,an,ap3
𨂁,,ŋot7,,,,qop,影咸覃一開入,影,全清,喉,影,咸,覃,一,開,入,烏合切,跛𨂁,an,ap3
𩋊,,ŋot7,,,,qop,影咸覃一開入,影,全清,喉,影,咸,覃,一,開,入,烏合切,車具又小兒履名𩋊皻,an,ap3
𩇠,,ŋot7,,,,qop,影咸覃一開入,影,全清,喉,影,咸,覃,一,開,入,烏合切,調色𦘕繒出郭調字指,an,ap3
搕,,ŋot7,,,,qop,影咸覃一開入,影,全清,喉,影,咸,覃,一,開,入,烏合切,以手盍也又搕𢶍糞也,an,ap3
鞥,,ŋot7,,,,qop,影咸覃一開入,影,全清,喉,影,咸,覃,一,開,入,烏合切,皮裹角也,an,ap3
佮,,ŋot7,,,,qop,影咸覃一開入,影,全清,喉,影,咸,覃,一,開,入,烏合切,姓也,an,ap3
唈,,ŋot7,,,,qop,影咸覃一開入,影,全清,喉,影,咸,覃,一,開,入,烏合切,爾雅云僾唈也烏荅切一,an,ap3
欱,,hot7,,,,hop,曉咸覃一開入,曉,全清,喉,影,咸,覃,一,開,入,呼合切,大歠也呼合切四,han,hap3
㽺,,hot7,,,,hop,曉咸覃一開入,曉,全清,喉,影,咸,覃,一,開,入,呼合切,病劣皃,han,hap3
𣣹,,hot7,,,,hop,曉咸覃一開入,曉,全清,喉,影,咸,覃,一,開,入,呼合切,𣣹瘶,han,hap3
㾑,,hot7,,,,hop,曉咸覃一開入,曉,全清,喉,影,咸,覃,一,開,入,呼合切,寒㾑,han,hap3
𣊡,,ŋot7,,,,ngop,疑咸覃一開入,疑,次濁,牙,見,咸,覃,一,開,入,五合切,日中見絲凡作㬎同五合切十,an4,ngap6
礏,,ŋot7,,,,ngop,疑咸覃一開入,疑,次濁,牙,見,咸,覃,一,開,入,五合切,磼礏,an4,ngap6
哈,ha1,ŋot7,,,,ngop,疑咸覃一開入,疑,次濁,牙,見,咸,覃,一,開,入,五合切,魚多皃,an4,ngap6
儑,,ŋot7,,,,ngop,疑咸覃一開入,疑,次濁,牙,見,咸,覃,一,開,入,五合切,𠉤儑,an4,ngap6
𡀾,,ŋot7,,,,ngop,疑咸覃一開入,疑,次濁,牙,見,咸,覃,一,開,入,五合切,眾聲,an4,ngap6
砐,,ŋot7,,,,ngop,疑咸覃一開入,疑,次濁,牙,見,咸,覃,一,開,入,五合切,峇砐,an4,ngap6
礘,,ŋot7,,,,ngop,疑咸覃一開入,疑,次濁,牙,見,咸,覃,一,開,入,五合切,動礘礘亦作硆,an4,ngap6
㾑,,ŋot7,,,,ngop,疑咸覃一開入,疑,次濁,牙,見,咸,覃,一,開,入,五合切,寒㾑病,an4,ngap6
䑥,,ŋot7,,,,ngop,疑咸覃一開入,疑,次濁,牙,見,咸,覃,一,開,入,五合切,船皃,an4,ngap6
魥,,ŋot7,,,,ngop,疑咸覃一開入,疑,次濁,牙,見,咸,覃,一,開,入,五合切,魚名,an4,ngap6
䟃,,tsʰat7,,,,chop,清咸覃一開入,清,次清,齒,精,咸,覃,一,開,入,七合切,走也赴會也七合切二,can,caap3
㜗,,tsʰat7,,,,chop,清咸覃一開入,清,次清,齒,精,咸,覃,一,開,入,七合切,婪㜗,can,caap3
遪,,tsʰat7,,,,chop,清咸覃一開入,清,次清,齒,精,咸,覃,一,開,入,七合切,裹遪七合切一,can,caap3
盍,hot8,hot8,,,,ghap,匣咸談一開入,匣,全濁,喉,影,咸,談,一,開,入,胡臘切,何不也說文作盇覆也爾雅合也胡臘切十,han2,hap6
闔,,hot8,,,,ghap,匣咸談一開入,匣,全濁,喉,影,咸,談,一,開,入,胡臘切,閶闔說文云門扇也一曰閉也,han2,hap6
𨶩,,hot8,,,,ghap,匣咸談一開入,匣,全濁,喉,影,咸,談,一,開,入,胡臘切,俗,han2,hap6
嗑,,hot8,,,,ghap,匣咸談一開入,匣,全濁,喉,影,咸,談,一,開,入,胡臘切,噬嗑卦名,han2,hap6
蓋,,hot8,,,,ghap,匣咸談一開入,匣,全濁,喉,影,咸,談,一,開,入,胡臘切,苫蓋,han2,hap6
𧪞,,hot8,,,,ghap,匣咸談一開入,匣,全濁,喉,影,咸,談,一,開,入,胡臘切,靜也,han2,hap6
篕,,hot8,,,,ghap,匣咸談一開入,匣,全濁,喉,影,咸,談,一,開,入,胡臘切,籧篨也,han2,hap6
㧁,,hot8,,,,ghap,匣咸談一開入,匣,全濁,喉,影,咸,談,一,開,入,胡臘切,纂文云姓也,han2,hap6
𨜴,,hot8,,,,ghap,匣咸談一開入,匣,全濁,喉,影,咸,談,一,開,入,胡臘切,說文云地名也,han2,hap6
熆,,hot8,,,,ghap,匣咸談一開入,匣,全濁,喉,影,咸,談,一,開,入,胡臘切,吹火也,han2,hap6
臘,lat8,lat7,,,,lap,來咸談一開入,來,次濁,舌,來,咸,談,一,開,入,盧盍切,臘蜡盧盍切十四,lan4,laap6
臈,,lat7,,,,lap,來咸談一開入,來,次濁,舌,來,咸,談,一,開,入,盧盍切,俗,lan4,laap6
𪙷,,lat7,,,,lap,來咸談一開入,來,次濁,舌,來,咸,談,一,開,入,盧盍切,齧聲,lan4,laap6
䶘,,lat7,,,,lap,來咸談一開入,來,次濁,舌,來,咸,談,一,開,入,盧盍切,齧聲,lan4,laap6
鑞,,lat7,,,,lap,來咸談一開入,來,次濁,舌,來,咸,談,一,開,入,盧盍切,錫鑞,lan4,laap6
蠟,lat8,lat7,,,,lap,來咸談一開入,來,次濁,舌,來,咸,談,一,開,入,盧盍切,蜜蠟,lan4,laap6
䗶,,lat7,,,,lap,來咸談一開入,來,次濁,舌,來,咸,談,一,開,入,盧盍切,俗,lan4,laap6
擸,,lat7,,,,lap,來咸談一開入,來,次濁,舌,來,咸,談,一,開,入,盧盍切,折也又擸𢶍破壞也,lan4,laap6
𥀰,,lat7,,,,lap,來咸談一開入,來,次濁,舌,來,咸,談,一,開,入,盧盍切,𥀰㿴皮瘦寬皃,lan4,laap6
𪇹,,lat7,,,,lap,來咸談一開入,來,次濁,舌,來,咸,談,一,開,入,盧盍切,𪇹䳴鳥飛,lan4,laap6
搚,,lat7,,,,lap,來咸談一開入,來,次濁,舌,來,咸,談,一,開,入,盧盍切,摺搚相和,lan4,laap6
𦒦,,lat7,,,,lap,來咸談一開入,來,次濁,舌,來,咸,談,一,開,入,盧盍切,𦒦𦑲飛初起皃,lan4,laap6
𦅶,,lat7,,,,lap,來咸談一開入,來,次濁,舌,來,咸,談,一,開,入,盧盍切,繒䋵,lan4,laap6
邋,lat7,lat7,,,,lap,來咸談一開入,來,次濁,舌,來,咸,談,一,開,入,盧盍切,邋遢行皃,lan4,laap6
㿴,,tat7,,,,tap,端咸談一開入,端,全清,舌,端,咸,談,一,開,入,都榼切,𥀰㿴都榼切十一,dan,daap3
耷,,tat7,,,,tap,端咸談一開入,端,全清,舌,端,咸,談,一,開,入,都榼切,大耳,dan,daap3
搨,,tat7,,,,tap,端咸談一開入,端,全清,舌,端,咸,談,一,開,入,都榼切,手打也,dan,daap3
㩉,,tat7,,,,tap,端咸談一開入,端,全清,舌,端,咸,談,一,開,入,都榼切,手打也,dan,daap3
矺,,tat7,,,,tap,端咸談一開入,端,全清,舌,端,咸,談,一,開,入,都榼切,擲地聲又竹亞切亦作䂝,dan,daap3
𠞈,,tat7,,,,tap,端咸談一開入,端,全清,舌,端,咸,談,一,開,入,都榼切,相著聲一曰𠞈鉤也,dan,daap3
笚,,tat7,,,,tap,端咸談一開入,端,全清,舌,端,咸,談,一,開,入,都榼切,竹相擊,dan,daap3
䓠,,tat7,,,,tap,端咸談一開入,端,全清,舌,端,咸,談,一,開,入,都榼切,菜生水中又荷覆水,dan,daap3
褡,,tat7,,,,tap,端咸談一開入,端,全清,舌,端,咸,談,一,開,入,都榼切,橫褡小被,dan,daap3
𩝣,,tat7,,,,tap,端咸談一開入,端,全清,舌,端,咸,談,一,開,入,都榼切,𩝣𩚛,dan,daap3
䪚,,tat7,,,,tap,端咸談一開入,端,全清,舌,端,咸,談,一,開,入,都榼切,熱䪚䪚,dan,daap3
榻,,tʰat7,,,,thap,透咸談一開入,透,次清,舌,端,咸,談,一,開,入,吐盍切,牀也吐盍切十九,tan,taap3
㯓,,tʰat7,,,,thap,透咸談一開入,透,次清,舌,端,咸,談,一,開,入,吐盍切,牀也吐盍切十九,tan,taap3
𦪙,,tʰat7,,,,thap,透咸談一開入,透,次清,舌,端,咸,談,一,開,入,吐盍切,兩槽大船,tan,taap3
毾,,tʰat7,,,,thap,透咸談一開入,透,次清,舌,端,咸,談,一,開,入,吐盍切,毾㲪,tan,taap3
鰈,,tʰat7,,,,thap,透咸談一開入,透,次清,舌,端,咸,談,一,開,入,吐盍切,比目魚別名,tan,taap3
魼,,tʰat7,,,,thap,透咸談一開入,透,次清,舌,端,咸,談,一,開,入,吐盍切,比目魚別名,tan,taap3
鰨,,tʰat7,,,,thap,透咸談一開入,透,次清,舌,端,咸,談,一,開,入,吐盍切,魚名似鮎四足,tan,taap3
𦶑,,tʰat7,,,,thap,透咸談一開入,透,次清,舌,端,咸,談,一,開,入,吐盍切,𦶑布,tan,taap3
傝,,tʰat7,,,,thap,透咸談一開入,透,次清,舌,端,咸,談,一,開,入,吐盍切,傝隷亦傝䢇儜劣又傝𠎷不謹皃,tan,taap3
狧,,tʰat7,,,,thap,透咸談一開入,透,次清,舌,端,咸,談,一,開,入,吐盍切,犬食,tan,taap3
𦧭,,tʰat7,,,,thap,透咸談一開入,透,次清,舌,端,咸,談,一,開,入,吐盍切,犬食,tan,taap3
𧪦,,tʰat7,,,,thap,透咸談一開入,透,次清,舌,端,咸,談,一,開,入,吐盍切,𧪦𧪞多言𧪞古盍切,tan,taap3
𦐇,,tʰat7,,,,thap,透咸談一開入,透,次清,舌,端,咸,談,一,開,入,吐盍切,飛皃,tan,taap3
鞳,,tʰat7,,,,thap,透咸談一開入,透,次清,舌,端,咸,談,一,開,入,吐盍切,鏜鞳鐘聲又他荅切,tan,taap3
塔,tʰat7,tʰat7,,,,thap,透咸談一開入,透,次清,舌,端,咸,談,一,開,入,吐盍切,浮圖,tan,taap3
搭,tat7,tʰat7,,,,thap,透咸談一開入,透,次清,舌,端,咸,談,一,開,入,吐盍切,摸搭,tan,taap3
嗒,,tʰat7,,,,thap,透咸談一開入,透,次清,舌,端,咸,談,一,開,入,吐盍切,嗒然忘懷也,tan,taap3
遢,tat7,tʰat7,,,,thap,透咸談一開入,透,次清,舌,端,咸,談,一,開,入,吐盍切,邋遢不謹事,tan,taap3
𩥑,,tʰat7,,,,thap,透咸談一開入,透,次清,舌,端,咸,談,一,開,入,吐盍切,𩧆𩥑馬行不進,tan,taap3
𣣹,,hot7,,,,hap,曉咸談一開入,曉,全清,喉,影,咸,談,一,開,入,呼盍切,大啜呼盍切三,han,hap3
𩵢,,hot7,,,,hap,曉咸談一開入,曉,全清,喉,影,咸,談,一,開,入,呼盍切,魶𩵢魚名出山海經,han,hap3
㽺,,hot7,,,,hap,曉咸談一開入,曉,全清,喉,影,咸,談,一,開,入,呼盍切,肥㽺,han,hap3
魶,,lat7,,,,nap,泥咸談一開入,泥,次濁,舌,端,咸,談,一,開,入,奴盍切,魚名奴盍切三,nan4,naap6
笝,,lat7,,,,nap,泥咸談一開入,泥,次濁,舌,端,咸,談,一,開,入,奴盍切,纜舟竹索也,nan4,naap6
𩚛,,lat7,,,,nap,泥咸談一開入,泥,次濁,舌,端,咸,談,一,開,入,奴盍切,𩝣𩚛,nan4,naap6
蹋,,tʰat8,,,,dap,定咸談一開入,定,全濁,舌,端,咸,談,一,開,入,徒盍切,踐也徒盍切十,dan2,daap6
躢,,tʰat8,,,,dap,定咸談一開入,定,全濁,舌,端,咸,談,一,開,入,徒盍切,上同見公羊傳,dan2,daap6
闒,,tʰat8,,,,dap,定咸談一開入,定,全濁,舌,端,咸,談,一,開,入,徒盍切,門樓上屋說文曰樓上戶也,dan2,daap6
𤒻,,tʰat8,,,,dap,定咸談一開入,定,全濁,舌,端,咸,談,一,開,入,徒盍切,爛也墮也,dan2,daap6
𧮑,,tʰat8,,,,dap,定咸談一開入,定,全濁,舌,端,咸,談,一,開,入,徒盍切,𧪦𧪞妄語也,dan2,daap6
譫,,tʰat8,,,,dap,定咸談一開入,定,全濁,舌,端,咸,談,一,開,入,徒盍切,多言又作𧪟,dan2,daap6
䍇,,tʰat8,,,,dap,定咸談一開入,定,全濁,舌,端,咸,談,一,開,入,徒盍切,瓶,dan2,daap6
䳴,,tʰat8,,,,dap,定咸談一開入,定,全濁,舌,端,咸,談,一,開,入,徒盍切,𪇹䳴鳥飛,dan2,daap6
䈳,,tʰat8,,,,dap,定咸談一開入,定,全濁,舌,端,咸,談,一,開,入,徒盍切,窻扇,dan2,daap6
𦑲,,tʰat8,,,,dap,定咸談一開入,定,全濁,舌,端,咸,談,一,開,入,徒盍切,𦑲𦒦,dan2,daap6
𠎷,,sat7,,,,sap,心咸談一開入,心,全清,齒,精,咸,談,一,開,入,私盍切,傝𠎷不謹皃私盍切七,san,saap3
𠿓,,sat7,,,,sap,心咸談一開入,心,全清,齒,精,咸,談,一,開,入,私盍切,𠿓𠿓食皃,san,saap3
𢶍,,sat7,,,,sap,心咸談一開入,心,全清,齒,精,咸,談,一,開,入,私盍切,搕𢶍糞又才盍切,san,saap3
卅,,sat7,,,,sap,心咸談一開入,心,全清,齒,精,咸,談,一,開,入,私盍切,三十,san,saap3
𨆂,,sat7,,,,sap,心咸談一開入,心,全清,齒,精,咸,談,一,開,入,私盍切,𨆂𨆂行皃,san,saap3
靸,,sat7,,,,sap,心咸談一開入,心,全清,齒,精,咸,談,一,開,入,私盍切,靸鞋,san,saap3
𩐅,,sat7,,,,sap,心咸談一開入,心,全清,齒,精,咸,談,一,開,入,私盍切,𩐅攱起也出新字林,san,saap3
儑,,ŋot7,,,,ngap,疑咸談一開入,疑,次濁,牙,見,咸,談,一,開,入,五盍切,傝儑不著事也五盍切二,an4,ngap6
𥋙,,ŋot7,,,,ngap,疑咸談一開入,疑,次濁,牙,見,咸,談,一,開,入,五盍切,𥋙睡,an4,ngap6
䪞,,tsʰat8,,,,zap,從咸談一開入,從,全濁,齒,精,咸,談,一,開,入,才盍切,惡也又姓出纂文今北海有之才盍切二,zan2,zaap6
𢶍,,tsʰat8,,,,zap,從咸談一開入,從,全濁,齒,精,咸,談,一,開,入,才盍切,擸𢶍和雜,zan2,zaap6
䫦,,kot7,,,,kap,見咸談一開入,見,全清,牙,見,咸,談,一,開,入,古盍切,䫦車頷骨古盍切八,gan,gap3
𧪞,,kot7,,,,kap,見咸談一開入,見,全清,牙,見,咸,談,一,開,入,古盍切,多言又音盍,gan,gap3
嗑,,kot7,,,,kap,見咸談一開入,見,全清,牙,見,咸,談,一,開,入,古盍切,多言又音盍,gan,gap3
蓋,,kot7,,,,kap,見咸談一開入,見,全清,牙,見,咸,談,一,開,入,古盍切,姓也漢有蓋寬饒字書作𨜴,gan,gap3
閘,,kot7,,,,kap,見咸談一開入,見,全清,牙,見,咸,談,一,開,入,古盍切,閉門,gan,gap3
鉀,,kot7,,,,kap,見咸談一開入,見,全清,牙,見,咸,談,一,開,入,古盍切,鉀鑪,gan,gap3
䗘,,kot7,,,,kap,見咸談一開入,見,全清,牙,見,咸,談,一,開,入,古盍切,䗘𧌏,gan,gap3
𨜴,,kot7,,,,kap,見咸談一開入,見,全清,牙,見,咸,談,一,開,入,古盍切,地名,gan,gap3
砝,,kot7,,,,kap,見咸談一開入,見,全清,牙,見,咸,談,一,開,入,古盍切,石聲居盍切二,gan,gap3
𪁍,,kot7,,,,kap,見咸談一開入,見,全清,牙,見,咸,談,一,開,入,古盍切,鳥名,gan,gap3
榼,,kʰot7,,,,khap,溪咸談一開入,溪,次清,牙,見,咸,談,一,開,入,苦盍切,酒器也苦盍切六,kan,hap3
磕,,kʰot7,,,,khap,溪咸談一開入,溪,次清,牙,見,咸,談,一,開,入,苦盍切,石聲,kan,hap3
𧛾,,kʰot7,,,,khap,溪咸談一開入,溪,次清,牙,見,咸,談,一,開,入,苦盍切,𧛾襠,kan,hap3
㕎,,kʰot7,,,,khap,溪咸談一開入,溪,次清,牙,見,咸,談,一,開,入,苦盍切,㕎崩損也,kan,hap3
䶀,,kʰot7,,,,khap,溪咸談一開入,溪,次清,牙,見,咸,談,一,開,入,苦盍切,鼓聲䶀䶀,kan,hap3
𨍰,,kʰot7,,,,khap,溪咸談一開入,溪,次清,牙,見,咸,談,一,開,入,苦盍切,車聲,kan,hap3
鰪,,ŋot7,,,,qap,影咸談一開入,影,全清,喉,影,咸,談,一,開,入,安盍切,鰪鱂魚名安盍切四,an,ap3
盦,,ŋot7,,,,qap,影咸談一開入,影,全清,喉,影,咸,談,一,開,入,安盍切,說文云覆蓋也,an,ap3
廅,,ŋot7,,,,qap,影咸談一開入,影,全清,喉,影,咸,談,一,開,入,安盍切,山旁穴,an,ap3
𤸱,,ŋot7,,,,qap,影咸談一開入,影,全清,喉,影,咸,談,一,開,入,安盍切,短氣也又烏合切,an,ap3
囃,,tsʰat7,,,,chap,清咸談一開入,清,次清,齒,精,咸,談,一,開,入,倉雜切,助舞聲也倉雜切三,can,caap3
𥗭,,tsʰat7,,,,chap,清咸談一開入,清,次清,齒,精,咸,談,一,開,入,倉雜切,石多皃,can,caap3
䵽,,tsʰat7,,,,chap,清咸談一開入,清,次清,齒,精,咸,談,一,開,入,倉雜切,鼓聲,can,caap3
譫,,tat7,,,,cjap,章咸談一開入,章,全清,齒,章,咸,談,一,開,入,章盍切,多言也章盍切一,zhan,zaap3
葉,jɛt8,jɛt7,,,,jiep,以咸鹽三開A入,以,次濁,喉,影,咸,鹽,三,開,入,與涉切,枝葉又姓吳志孫堅傳有都尉葉雄與涉切又式涉切十,yan4,jip6
楪,,jɛt7,,,,jiep,以咸鹽三開A入,以,次濁,喉,影,咸,鹽,三,開,入,與涉切,楪榆縣名在雲中,yan4,jip6
揲,,jɛt7,,,,jiep,以咸鹽三開A入,以,次濁,喉,影,咸,鹽,三,開,入,與涉切,度揲,yan4,jip6
鍱,,jɛt7,,,,jiep,以咸鹽三開A入,以,次濁,喉,影,咸,鹽,三,開,入,與涉切,銅鍱,yan4,jip6
偞,,jɛt7,,,,jiep,以咸鹽三開A入,以,次濁,喉,影,咸,鹽,三,開,入,與涉切,偞偞輕薄美好皃,yan4,jip6
枼,,jɛt7,,,,jiep,以咸鹽三開A入,以,次濁,喉,影,咸,鹽,三,開,入,與涉切,薄也,yan4,jip6
㯿,,jɛt7,,,,jiep,以咸鹽三開A入,以,次濁,喉,影,咸,鹽,三,開,入,與涉切,柶端又力葉切,yan4,jip6
煠,,jɛt7,,,,jiep,以咸鹽三開A入,以,次濁,喉,影,咸,鹽,三,開,入,與涉切,煠爚,yan4,jip6
